best_eval_accuracy = 0.2743718592964824
eval_accuracy = 0.2743718592964824
eval_loss = 1.3837420621657754
global_step = 832
loss = 0.35055488902219556
0	1	2	[0.8    0.7676 0.8003 0.745 ]
2024	2	1	[0.614  0.6255 0.614  0.6255]
2025	3	2	[0.98   0.9463 0.9917 0.963 ]
2026	3	1	[0.7803 0.786  0.7856 0.786 ]
2027	1	1	[0.791  0.7964 0.7905 0.785 ]
2028	3	1	[0.8013 0.8076 0.7856 0.78  ]
2029	0	0	[0.6426 0.636  0.614  0.6196]
2030	0	2	[0.621  0.6094 0.6553 0.615 ]
2031	1	0	[0.771  0.7656 0.743  0.771 ]
2032	3	3	[0.668 0.61  0.65  0.679]
2033	1	2	[0.6807 0.6865 0.6973 0.6636]
2034	3	1	[0.7905 0.808  0.808  0.7515]
2035	0	2	[0.897  0.9077 0.93   0.9136]
2036	2	0	[0.7676 0.762  0.767  0.7563]
2037	0	3	[0.851  0.868  0.8516 0.879 ]
2038	2	0	[0.879  0.868  0.8677 0.8516]
2039	3	2	[0.847  0.842  0.863  0.8467]
2040	0	2	[0.842  0.863  0.8633 0.847 ]
2041	0	1	[0.5083 0.52   0.514  0.508 ]
2042	3	3	[0.6064 0.6123 0.647  0.6646]
2043	3	3	[0.6064 0.5605 0.59   0.6245]
2044	0	0	[0.804  0.7925 0.804  0.7197]
2045	1	2	[0.6646 0.7393 0.7505 0.7104]
2046	2	1	[0.5435 0.5723 0.5723 0.5723]
2047	1	0	[0.7144 0.709  0.7144 0.7144]
2048	0	3	[0.7637 0.775  0.769  0.781 ]
2049	0	1	[0.5947 0.6177 0.6    0.594 ]
2050	3	1	[0.652  0.6694 0.6636 0.6406]
2051	0	0	[0.571 0.553 0.553 0.559]
2052	2	0	[0.698  0.698  0.698  0.6753]
2053	1	3	[0.632  0.632  0.6265 0.6436]
2054	1	3	[0.75  0.739 0.75  0.761]
2055	2	1	[0.701  0.7646 0.7124 0.7236]
2056	1	0	[0.6426 0.631  0.614  0.6133]
2057	0	1	[0.8853 0.8906 0.857  0.8853]
2058	2	0	[0.8906 0.8857 0.857  0.8853]
2059	3	3	[0.732  0.726  0.7427 0.749 ]
2060	1	2	[0.685 0.679 0.69  0.668]
2061	0	0	[0.6924 0.6587 0.6587 0.676 ]
2062	3	2	[0.533  0.539  0.574  0.5386]
2063	1	1	[0.691  0.7246 0.7075 0.669 ]
2064	2	0	[0.6143 0.5684 0.597  0.574 ]
2065	3	3	[0.815  0.742  0.7925 0.922 ]
2066	0	3	[0.7026 0.708  0.7183 0.724 ]
2067	0	2	[0.697  0.7183 0.724  0.708 ]
2068	0	3	[0.791  0.791  0.7744 0.797 ]
2069	2	1	[0.818  0.829  0.818  0.8237]
2070	1	3	[0.609  0.597  0.5967 0.631 ]
2071	2	0	[0.733  0.7275 0.733  0.671 ]
2072	0	1	[0.7275 0.733  0.671  0.7275]
2073	3	0	[0.7915 0.753  0.7583 0.7466]
2074	2	2	[0.7207 0.7837 0.8003 0.79  ]
2075	1	1	[0.55  0.573 0.52  0.573]
2076	0	1	[0.65  0.656 0.65  0.592]
2077	1	0	[0.6304 0.6245 0.5903 0.6196]
2078	0	1	[0.7373 0.7544 0.7314 0.754 ]
2079	3	0	[0.6787 0.678  0.661  0.662 ]
2080	0	1	[0.657  0.6616 0.6396 0.6455]
2081	1	3	[0.6167 0.5825 0.5884 0.6284]
2082	0	3	[0.5923 0.581  0.575  0.5977]
2083	2	1	[0.7295 0.735  0.735  0.729 ]
2084	2	0	[0.8027 0.7456 0.8022 0.78  ]
2085	2	2	[0.595 0.601 0.629 0.624]
2086	1	3	[0.866  0.8765 0.8877 0.888 ]
2087	1	0	[0.775  0.763  0.7686 0.752 ]
2088	1	1	[0.7383 0.7437 0.7437 0.7373]
2089	1	3	[0.752  0.7744 0.7686 0.775 ]
2090	3	2	[0.641  0.641  0.6577 0.6357]
2091	3	1	[0.871  0.8823 0.865  0.8706]
2092	3	2	[0.6523 0.67   0.687  0.6406]
2093	2	0	[0.936  0.802  0.8633 0.8916]
2094	2	2	[0.9087 0.8975 0.9194 0.8755]
2095	1	1	[0.584  0.59   0.5835 0.59  ]
2096	1	3	[0.8203 0.8257 0.8203 0.8413]
2097	3	1	[0.7954 0.8013 0.779  0.79  ]
2098	3	1	[0.829  0.8296 0.8066 0.812 ]
2099	3	0	[0.894  0.8936 0.7925 0.888 ]
2100	2	0	[0.6675 0.6562 0.6616 0.6504]
2101	0	1	[0.802  0.8135 0.7964 0.8076]
2102	0	0	[0.8306 0.8076 0.7964 0.8135]
2103	0	3	[0.6357 0.6353 0.59   0.6465]
2104	1	1	[0.6504 0.6616 0.6333 0.656 ]
2105	2	2	[0.766  0.7715 0.782  0.749 ]
2106	0	2	[0.6646 0.659  0.6987 0.654 ]
2107	2	1	[0.692  0.7427 0.681  0.6753]
2108	0	0	[0.6777 0.615  0.633  0.6665]
2109	3	0	[0.5894 0.5776 0.5776 0.572 ]
2110	2	1	[0.64   0.6455 0.64   0.6343]
2111	2	3	[0.5967 0.597  0.591  0.62  ]
2112	2	1	[0.6035 0.6206 0.6147 0.6094]
2113	1	1	[0.734  0.74   0.683  0.7056]
2114	3	3	[0.861  0.833  0.8447 0.9565]
2115	3	2	[0.758  0.78   0.8022 0.791 ]
2116	3	3	[0.814 0.882 0.848 0.932]
2117	1	0	[0.754  0.7256 0.7373 0.7485]
2118	1	0	[0.747  0.747  0.73   0.6846]
2119	3	1	[0.542  0.5767 0.5366 0.56  ]
2120	0	2	[0.6367 0.6367 0.654  0.6533]
2121	1	3	[0.6816 0.6816 0.665  0.687 ]
2122	1	2	[0.6963 0.708  0.736  0.7134]
2123	1	1	[0.599  0.6055 0.594  0.6055]
2124	3	1	[0.7485 0.804  0.7646 0.7866]
2125	3	1	[0.776  0.804  0.7646 0.7705]
2126	0	0	[0.683  0.621  0.6665 0.66  ]
2127	0	2	[0.6953 0.7007 0.706  0.656 ]
2128	0	2	[0.845  0.8506 0.868  0.851 ]
2129	0	2	[0.552  0.557  0.5635 0.5464]
2130	0	1	[0.733  0.75   0.733  0.7275]
2131	1	3	[0.6113 0.6396 0.6055 0.6455]
2132	0	1	[0.693 0.744 0.721 0.744]
2133	2	1	[0.8076 0.8135 0.7856 0.8076]
2134	3	1	[0.6357 0.6416 0.625  0.636 ]
2135	3	2	[0.7583 0.7466 0.814  0.7407]
2136	0	0	[0.5957 0.5664 0.5723 0.5723]
2137	0	0	[0.54  0.54  0.529 0.534]
2138	3	1	[0.664  0.7046 0.6987 0.6875]
2139	3	0	[0.7046 0.664  0.6987 0.6934]
2140	2	3	[0.611  0.645  0.6455 0.6562]
2141	3	0	[0.6562 0.611  0.645  0.634 ]
2142	1	3	[0.709 0.738 0.687 0.772]
2143	1	1	[0.763  0.8027 0.695  0.718 ]
2144	3	0	[0.772  0.687  0.709  0.7207]
2145	2	2	[0.7944 0.811  0.9126 0.8794]
2146	2	1	[0.6675 0.668  0.651  0.616 ]
2147	0	1	[0.6143 0.6436 0.6206 0.6147]
2148	3	3	[1.001 0.973 0.91  1.019]
2149	1	3	[0.973  0.91   0.9844 1.001 ]
2150	2	3	[0.808 0.808 0.814 0.825]
2151	1	1	[0.6743 0.726  0.675  0.6924]
2152	1	0	[0.691  0.675  0.6685 0.663 ]
2153	0	0	[0.6973 0.663  0.6685 0.691 ]
2154	2	0	[0.643  0.62   0.631  0.6147]
2155	3	1	[0.6807 0.6865 0.647  0.641 ]
2156	2	0	[0.6865 0.647  0.647  0.6807]
2157	2	0	[0.643  0.62   0.6313 0.6147]
2158	2	0	[0.713  0.6904 0.7124 0.707 ]
2159	2	3	[0.6963 0.6846 0.697  0.702 ]
2160	1	1	[0.6846 0.736  0.702  0.6963]
2161	1	3	[0.6533 0.6655 0.6313 0.682 ]
2162	0	1	[0.8213 0.8267 0.822  0.8105]
2163	3	3	[0.716  0.7163 0.7217 0.756 ]
2164	0	1	[0.71  0.721 0.693 0.704]
2165	0	0	[0.655  0.6494 0.655  0.655 ]
2166	2	0	[0.661  0.6494 0.6494 0.6494]
2167	0	2	[0.6445 0.6494 0.661  0.6494]
2168	2	0	[0.8125 0.738  0.7446 0.738 ]
2169	1	1	[0.7065 0.7183 0.718  0.712 ]
2170	1	2	[0.805  0.8105 0.838  0.822 ]
2171	1	3	[0.846  0.9126 0.8955 0.9297]
2172	1	1	[0.6196 0.6313 0.603  0.6255]
2173	1	2	[0.5845 0.5957 0.613  0.5957]
2174	0	1	[0.6074 0.613  0.5845 0.5957]
2175	3	3	[0.725  0.7085 0.7363 0.7373]
2176	1	3	[0.725  0.7314 0.7085 0.7363]
2177	1	0	[0.9727 0.9443 0.9336 0.9497]
2178	0	0	[0.5854 0.5737 0.574  0.5566]
2179	0	1	[0.7715 0.7876 0.7817 0.777 ]
2180	2	0	[0.6543 0.649  0.6484 0.6543]
2181	2	2	[0.662  0.6567 0.668  0.6567]
2182	2	0	[0.6543 0.649  0.6543 0.6426]
2183	3	0	[0.7866 0.7866 0.786  0.7695]
2184	2	1	[0.786  0.7866 0.7754 0.7866]
2185	2	0	[0.6484 0.596  0.5967 0.5903]
2186	3	1	[0.539  0.586  0.5513 0.5625]
2187	3	3	[0.581  0.5864 0.5806 0.598 ]
2188	3	2	[0.594  0.572  0.647  0.5947]
2189	0	2	[0.8    0.766  0.8003 0.7886]
2190	1	0	[0.783  0.6855 0.6636 0.7485]
2191	1	0	[0.614  0.6016 0.614  0.608 ]
2192	2	1	[1.045 1.061 1.055 1.039]
2193	1	3	[0.5303 0.536  0.5425 0.5596]
2194	0	0	[0.5713 0.56   0.5483 0.56  ]
2195	0	2	[0.6543 0.694  0.7163 0.677 ]
2196	1	0	[0.815  0.7754 0.7593 0.7925]
2197	3	2	[0.5327 0.5386 0.5796 0.5396]
2198	3	0	[0.5796 0.5386 0.5327 0.551 ]
2199	2	0	[0.6436 0.615  0.6265 0.6035]
2200	0	3	[0.7437 0.7207 0.7373 0.7485]
2201	3	3	[0.5454 0.545  0.545  0.5845]
2202	0	0	[1.045 1.028 1.039 1.04 ]
2203	1	2	[1.028 1.022 1.04  1.039]
2204	2	3	[0.674 0.656 0.633 0.691]
2205	3	1	[0.8623 0.9175 0.9062 0.9175]
2206	2	2	[0.671  0.6597 0.711  0.6597]
2207	3	3	[0.6245 0.6416 0.641  0.6523]
2208	0	1	[1.046 1.051 1.03  1.025]
2209	2	2	[1.03  1.025 1.052 1.051]
2210	2	1	[1.019 1.055 1.05  1.035]
2211	3	0	[0.656  0.6494 0.6436 0.5977]
2212	0	0	[0.7925 0.7812 0.7246 0.759 ]
2213	0	1	[0.898  0.904  0.876  0.8926]
2214	3	0	[0.7056 0.6772 0.6885 0.6826]
2215	0	3	[0.8716 0.8823 0.8716 0.883 ]
2216	3	3	[0.8086 0.8086 0.8086 0.809 ]
2217	3	3	[0.6523 0.687  0.698  0.744 ]
2218	3	1	[0.6543 0.7163 0.705  0.7163]
2219	2	2	[0.6323 0.586  0.667  0.626 ]
2220	0	2	[0.666  0.6665 0.683  0.672 ]
2221	3	2	[0.717  0.7227 0.734  0.711 ]
2222	0	2	[0.722  0.728  0.7505 0.722 ]
2223	3	2	[0.722  0.728  0.7505 0.7505]
2224	0	1	[0.7227 0.734  0.734  0.717 ]
2225	1	1	[0.863  0.896  0.7837 0.857 ]
2226	3	2	[0.8843 0.89   0.8955 0.885 ]
2227	3	2	[0.9956 0.9897 1.011  0.9946]
2228	1	1	[0.6333 0.651  0.6333 0.57  ]
2229	0	2	[0.776  0.77   0.7817 0.776 ]
2230	1	1	[0.7134 0.7935 0.7935 0.7935]
2231	0	3	[0.5938 0.5996 0.5874 0.6113]
2232	3	2	[0.6514 0.635  0.6626 0.635 ]
2233	1	2	[0.6934 0.677  0.6987 0.6875]
2234	3	2	[0.5483 0.5776 0.583  0.5825]
2235	2	2	[0.663  0.669  0.6743 0.641 ]
2236	2	1	[0.5215 0.5337 0.5337 0.522 ]
2237	2	2	[0.7256 0.7197 0.737  0.7256]
2238	2	1	[0.794  0.7993 0.7944 0.7993]
2239	0	0	[0.8267 0.804  0.8096 0.799 ]
2240	2	2	[0.799  0.8096 0.81   0.804 ]
2241	1	0	[0.688  0.6426 0.642  0.6245]
2242	1	1	[0.8154 0.8267 0.7876 0.8267]
2243	3	1	[0.7163 0.728  0.6943 0.722 ]
2244	0	0	[0.783  0.7607 0.772  0.772 ]
2245	2	0	[0.5977 0.5513 0.5747 0.539 ]
2246	3	1	[0.8145 0.994  0.876  0.882 ]
2247	2	0	[0.8613 0.856  0.8447 0.844 ]
2248	2	3	[0.543  0.5366 0.543  0.5547]
2249	3	2	[0.6255 0.6255 0.6367 0.6143]
2250	1	2	[0.6943 0.694  0.7163 0.6885]
2251	3	1	[0.6943 0.7163 0.6885 0.694 ]
2252	0	2	[0.677  0.6777 0.6895 0.6777]
2253	2	1	[0.788  0.7993 0.7876 0.7876]
2254	3	2	[0.721  0.7383 0.75   0.7437]
2255	1	0	[0.8037 0.803  0.7925 0.7983]
2256	3	0	[0.708  0.685  0.6514 0.6567]
2257	1	0	[0.708  0.6562 0.6514 0.685 ]
2258	1	0	[0.675  0.6743 0.6465 0.6577]
2259	1	3	[0.6577 0.669  0.6465 0.675 ]
2260	0	0	[0.5923 0.5576 0.5576 0.5693]
2261	0	1	[0.983  0.994  0.9375 0.9385]
2262	3	3	[0.6504 0.65   0.6445 0.6553]
2263	2	3	[0.859  0.8477 0.848  0.8755]
2264	0	3	[0.8115 0.8    0.6924 0.817 ]
2265	3	0	[0.6704 0.608  0.654  0.6426]
2266	0	3	[0.6367 0.654  0.608  0.6704]
2267	0	3	[0.6846 0.6733 0.6787 0.6953]
2268	0	1	[0.6787 0.6953 0.6787 0.6733]
2269	3	0	[0.6875 0.6826 0.671  0.682 ]
2270	2	1	[0.671  0.6875 0.671  0.6826]
2271	3	1	[0.5435 0.544  0.538  0.538 ]
2272	1	1	[0.7505 0.756  0.7334 0.739 ]
2273	3	1	[0.651  0.6733 0.6284 0.6396]
2274	1	3	[0.984  0.9844 0.9844 0.9897]
2275	1	3	[0.7754 0.747  0.77   0.792 ]
2276	1	1	[0.7637 0.769  0.7686 0.769 ]
2277	2	3	[0.802  0.8125 0.807  0.8237]
2278	1	3	[0.549  0.5605 0.5605 0.566 ]
2279	0	2	[0.549  0.5605 0.566  0.549 ]
2280	0	1	[0.681  0.6978 0.6577 0.676 ]
2281	2	3	[0.6436 0.6484 0.6377 0.649 ]
2282	1	3	[0.796  0.8076 0.7686 0.813 ]
2283	1	1	[0.6074 0.619  0.591  0.6016]
2284	3	3	[0.753 0.741 0.724 0.763]
2285	2	3	[0.6943 0.718  0.706  0.722 ]
2286	1	3	[0.6943 0.7007 0.718  0.722 ]
2287	3	3	[0.821 0.804 0.77  0.855]
2288	1	0	[0.901  0.8955 0.901  0.8955]
2289	3	0	[0.902  0.853  0.869  0.8745]
2290	2	2	[0.7256 0.7773 0.8164 0.743 ]
2291	1	1	[0.705 0.717 0.717 0.717]
2292	0	2	[0.762  0.7515 0.773  0.762 ]
2293	2	0	[1.082 1.076 1.055 1.061]
2294	3	0	[0.666  0.6494 0.649  0.649 ]
2295	2	0	[0.6084 0.6084 0.6025 0.602 ]
2296	1	3	[0.791  0.7964 0.8076 0.8135]
2297	3	2	[0.539  0.545  0.5454 0.5396]
2298	1	2	[0.5483 0.549  0.5547 0.5483]
2299	2	3	[0.7407 0.757  0.751  0.7734]
2300	3	0	[0.891  0.886  0.83   0.8857]
2301	3	2	[0.765  0.765  0.7764 0.7485]
2302	2	0	[0.9473 0.919  0.914  0.936 ]
2303	2	2	[0.919  0.936  0.9473 0.9473]
2304	2	0	[0.927  0.909  0.927  0.9204]
2305	3	3	[0.9204 0.927  0.909  0.938 ]
2306	3	3	[0.676  0.6807 0.647  0.681 ]
2307	2	1	[0.7866 0.8086 0.7754 0.7754]
2308	3	3	[0.718  0.718  0.712  0.7183]
2309	3	0	[0.745 0.665 0.733 0.721]
2310	3	1	[0.733  0.745  0.665  0.7153]
2311	2	1	[0.566  0.5713 0.566  0.5713]
2312	1	3	[0.9    0.9165 0.8833 0.9224]
2313	2	2	[0.6025 0.6196 0.625  0.574 ]
2314	2	3	[0.574  0.6025 0.614  0.6196]
2315	0	3	[0.644  0.5854 0.6377 0.673 ]
2316	3	1	[0.6377 0.673  0.5854 0.65  ]
2317	1	2	[0.8774 0.911  0.922  0.8936]
2318	1	2	[0.6436 0.655  0.683  0.683 ]
2319	0	0	[0.5713 0.5244 0.5293 0.524 ]
2320	0	1	[0.7065 0.729  0.696  0.712 ]
2321	3	2	[0.86   0.838  0.87   0.8433]
2322	3	0	[0.881 0.87  0.843 0.848]
2323	1	3	[0.73   0.7188 0.7354 0.7417]
2324	0	0	[0.8438 0.8433 0.8433 0.8325]
2325	1	0	[0.5835 0.554  0.5547 0.5723]
2326	0	2	[0.561  0.5674 0.596  0.5728]
2327	3	0	[0.702  0.6743 0.6353 0.68  ]
2328	3	1	[0.7275 0.7505 0.7275 0.7446]
2329	2	2	[0.7505 0.7275 0.779  0.7275]
2330	1	0	[0.874  0.8687 0.8174 0.868 ]
2331	0	0	[0.6943 0.6943 0.6943 0.6943]
2332	1	3	[0.773  0.7734 0.7896 0.7954]
2333	2	2	[0.773  0.7954 0.8066 0.7896]
2334	2	1	[0.7705 0.7925 0.771  0.7705]
2335	1	0	[0.7925 0.7705 0.7705 0.7705]
2336	2	3	[0.5386 0.5205 0.4966 0.5444]
2337	3	0	[0.809  0.7866 0.8037 0.7925]
2338	2	0	[0.8696 0.8584 0.8364 0.8364]
2339	1	0	[0.567  0.52   0.5317 0.526 ]
2340	1	1	[0.716  0.7554 0.721  0.7383]
2341	1	2	[0.656  0.6616 0.667  0.656 ]
2342	3	2	[0.7246 0.736  0.747  0.7188]
2343	1	1	[0.7764 0.777  0.777  0.7607]
2344	1	2	[0.672  0.6777 0.6895 0.6377]
2345	1	1	[0.5444 0.627  0.615  0.6147]
2346	3	3	[0.747 0.741 0.769 0.774]
2347	0	1	[0.727  0.7734 0.762  0.756 ]
2348	0	1	[0.8906 0.8965 0.89   0.8965]
2349	0	3	[0.688  0.6826 0.665  0.7163]
2350	3	2	[0.717  0.7173 0.7285 0.7173]
2351	0	3	[0.75   0.687  0.7207 0.7617]
2352	1	1	[0.7295 0.746  0.746  0.7354]
2353	2	3	[0.6973 0.7363 0.7197 0.748 ]
2354	2	2	[0.5415 0.5415 0.542  0.5356]
2355	3	1	[0.503  0.514  0.5024 0.514 ]
2356	0	2	[0.531  0.5073 0.5366 0.5244]
2357	0	0	[0.7817 0.7812 0.7812 0.7817]
2358	0	3	[0.6475 0.6304 0.631  0.6533]
2359	0	1	[0.63   0.6577 0.63   0.6353]
2360	0	1	[0.63   0.6577 0.63   0.6353]
2361	2	0	[0.6763 0.654  0.676  0.676 ]
2362	2	2	[0.554  0.56   0.5767 0.56  ]
2363	1	1	[0.565 0.566 0.56  0.56 ]
2364	2	3	[0.8174 0.8174 0.737  0.834 ]
2365	1	2	[0.8174 0.737  0.834  0.8174]
2366	2	1	[0.581  0.5933 0.576  0.5757]
2367	1	3	[0.607  0.6973 0.6523 0.726 ]
2368	1	1	[0.658  0.6694 0.6396 0.646 ]
2369	0	0	[0.7417 0.73   0.7305 0.6626]
2370	1	1	[0.517  0.57   0.5527 0.564 ]
2371	2	1	[0.517  0.564  0.5464 0.5527]
2372	1	2	[0.879  0.874  0.9077 0.8687]
2373	1	0	[0.9077 0.885  0.8687 0.879 ]
2374	1	3	[0.9062 0.9004 0.8784 0.917 ]
2375	0	1	[0.7725 0.8174 0.8115 0.778 ]
2376	3	3	[0.7764 0.7764 0.782  0.7876]
2377	0	0	[0.782  0.7764 0.782  0.7764]
2378	0	2	[0.772  0.7715 0.7935 0.7715]
2379	2	0	[0.7935 0.7715 0.766  0.7715]
2380	3	3	[0.8164 0.872  0.861  0.8774]
2381	0	1	[0.6704 0.7046 0.693  0.6816]
2382	0	1	[0.804 0.81  0.799 0.81 ]
2383	1	0	[0.577  0.56   0.5605 0.56  ]
2384	1	1	[0.9175 0.9287 0.8887 0.884 ]
2385	0	2	[0.5596 0.5596 0.5713 0.548 ]
2386	2	1	[0.6963 0.7427 0.7363 0.7085]
2387	3	1	[0.6963 0.7427 0.7085 0.7144]
2388	1	2	[0.7334 0.7227 0.7393 0.699 ]
2389	0	2	[0.722  0.699  0.7393 0.7334]
2390	2	3	[0.675  0.692  0.6636 0.6978]
2391	1	3	[0.8857 0.9136 0.8965 0.9766]
2392	0	0	[0.794  0.783  0.766  0.7773]
2393	1	0	[0.551  0.5386 0.5273 0.5327]
2394	3	3	[0.8354 0.8633 0.8296 0.875 ]
2395	1	3	[0.7227 0.706  0.717  0.7744]
2396	0	0	[0.529  0.529  0.5054 0.529 ]
2397	1	0	[0.6577 0.635  0.6353 0.635 ]
2398	0	0	[0.783  0.783  0.7725 0.778 ]
2399	1	2	[0.647  0.636  0.6587 0.6416]
2400	0	0	[0.7036 0.6865 0.6865 0.6807]
2401	1	3	[0.6484 0.6543 0.6426 0.6655]
2402	3	1	[0.7837 0.88   0.8403 0.841 ]
2403	3	1	[0.578 0.59  0.567 0.59 ]
2404	3	3	[0.68   0.668  0.6685 0.685 ]
2405	3	2	[0.544  0.544  0.556  0.5503]
2406	3	1	[0.534  0.5513 0.5454 0.5396]
2407	0	3	[0.7295 0.7295 0.7188 0.73  ]
2408	2	3	[0.755  0.7437 0.7666 0.778 ]
2409	3	1	[0.7456 0.752  0.7285 0.718 ]
2410	0	3	[0.713  0.707  0.713  0.7188]
2411	2	0	[0.9175 0.7656 0.8047 0.8335]
2412	3	1	[0.7656 0.9175 0.8335 0.788 ]
2413	0	0	[0.66   0.6255 0.6426 0.654 ]
2414	1	1	[0.679  0.6797 0.6743 0.6797]
2415	3	3	[0.6772 0.672  0.671  0.6826]
2416	1	3	[0.672  0.666  0.671  0.6772]
2417	2	0	[0.6626 0.606  0.6626 0.6567]
2418	1	2	[0.606  0.64   0.6626 0.6567]
2419	0	2	[0.972  0.972  0.978  0.9727]
2420	0	3	[0.551  0.5503 0.5566 0.573 ]
2421	3	3	[0.6465 0.652  0.652  0.691 ]
2422	1	1	[0.8447 0.928  0.8555 0.884 ]
2423	1	1	[0.6987 0.768  0.7275 0.6704]
2424	2	0	[0.6494 0.621  0.615  0.638 ]
2425	1	1	[0.5264 0.6147 0.6084 0.573 ]
2426	3	1	[0.5264 0.6084 0.573  0.5786]
2427	2	2	[0.591  0.6597 0.7515 0.672 ]
2428	0	0	[0.756  0.756  0.7275 0.7153]
2429	1	3	[0.747  0.7524 0.7524 0.7686]
2430	1	0	[0.8613 0.8447 0.8555 0.8506]
2431	3	1	[0.73   0.7534 0.668  0.7534]
2432	2	0	[0.7114 0.695  0.695  0.7007]
2433	2	1	[0.779  0.7847 0.779  0.779 ]
2434	0	0	[0.8105 0.776  0.805  0.8047]
2435	3	1	[0.684  0.7183 0.6904 0.7017]
2436	1	2	[0.611  0.6113 0.645  0.594 ]
2437	2	0	[0.645  0.611  0.5947 0.594 ]
2438	3	1	[0.5557 0.561  0.555  0.55  ]
2439	1	0	[0.7695 0.7593 0.736  0.759 ]
2440	0	1	[1.021  1.038  1.01   0.9985]
2441	0	1	[0.569  0.575  0.5693 0.546 ]
2442	1	1	[0.617  0.647  0.6465 0.646 ]
2443	1	3	[0.7915 0.8477 0.8086 0.853 ]
2444	3	0	[0.631  0.6133 0.614  0.614 ]
2445	0	0	[0.6743 0.6743 0.669  0.657 ]
2446	1	0	[0.784  0.7725 0.7725 0.779 ]
2447	2	0	[0.645  0.6167 0.6055 0.611 ]
2448	3	3	[0.6655 0.643  0.649  0.671 ]
2449	1	0	[0.7314 0.7305 0.725  0.708 ]
2450	2	1	[0.7314 0.777  0.731  0.7427]
2451	2	1	[0.939  0.9736 0.9507 0.9053]
2452	2	1	[0.739  0.7607 0.727  0.7275]
2453	3	3	[0.7925 0.7866 0.7866 0.798 ]
2454	0	1	[0.6    0.612  0.6006 0.589 ]
2455	1	2	[0.6914 0.7246 0.749  0.7134]
2456	1	2	[0.676  0.676  0.7324 0.6987]
2457	0	3	[0.594  0.5825 0.577  0.606 ]
2458	2	0	[0.5728 0.55   0.544  0.567 ]
2459	0	1	[0.55   0.5728 0.55   0.567 ]
2460	1	1	[0.843  0.871  0.8423 0.8374]
2461	3	2	[0.605  0.644  0.6616 0.639 ]
2462	0	1	[0.891  0.8916 0.886  0.8696]
2463	0	0	[0.6104 0.6055 0.605  0.6104]
2464	2	2	[0.861  0.844  0.8716 0.844 ]
2465	3	0	[0.709  0.6357 0.6743 0.6973]
2466	2	0	[0.801  0.795  0.7896 0.7896]
2467	2	3	[0.567  0.5557 0.567  0.5728]
2468	0	1	[0.6455 0.6626 0.634  0.6396]
2469	3	2	[0.795  0.8003 0.8174 0.801 ]
2470	3	2	[0.664  0.67   0.6865 0.681 ]
2471	3	1	[0.7524 0.781  0.775  0.7637]
2472	0	0	[0.8784 0.873  0.851  0.8506]
2473	2	1	[0.594  0.6055 0.5815 0.6055]
2474	3	1	[0.7534 0.754  0.7363 0.742 ]
2475	0	2	[0.7544 0.703  0.76   0.742 ]
2476	0	1	[0.749 0.76  0.742 0.703]
2477	2	3	[0.6904 0.7075 0.7017 0.713 ]
2478	0	1	[0.702  0.713  0.6904 0.7075]
2479	0	0	[0.8384 0.8203 0.832  0.821 ]
2480	2	1	[0.6    0.6064 0.6    0.5483]
2481	3	2	[0.607  0.6187 0.6416 0.613 ]
2482	3	3	[0.8564 0.851  0.856  0.8726]
2483	3	1	[0.7466 0.763  0.7354 0.752 ]
2484	2	3	[0.7207 0.743  0.755  0.7656]
2485	3	3	[0.658  0.702  0.6973 0.726 ]
2486	3	2	[0.5596 0.623  0.6235 0.6177]
2487	3	2	[0.628  0.622  0.6396 0.61  ]
2488	0	0	[0.6514 0.645  0.6226 0.611 ]
2489	2	3	[0.7827 0.7827 0.783  0.8   ]
2490	2	2	[0.8228 0.828  0.8335 0.817 ]
2491	3	0	[0.575 0.564 0.564 0.57 ]
2492	2	1	[0.564  0.575  0.5527 0.564 ]
2493	1	1	[0.6123 0.63   0.624  0.624 ]
2494	1	3	[0.646  0.6577 0.6685 0.6855]
2495	3	0	[0.6895 0.6445 0.6616 0.6504]
2496	0	0	[0.7124 0.6387 0.6445 0.6895]
2497	3	2	[0.5537 0.5474 0.559  0.548 ]
2498	2	3	[0.7275 0.7163 0.7275 0.7563]
2499	3	2	[0.5767 0.5884 0.594  0.589 ]
2500	2	1	[0.644  0.667  0.65   0.5815]
2501	3	1	[1.027  1.038  0.9775 1.    ]
2502	1	1	[0.9023 0.9185 0.9077 0.874 ]
2503	3	3	[0.7354 0.7407 0.7407 0.758 ]
2504	2	2	[0.7407 0.7354 0.7524 0.7407]
2505	1	0	[0.7666 0.7495 0.7437 0.7324]
2506	2	2	[0.647  0.6523 0.653  0.607 ]
2507	0	0	[0.7373 0.6743 0.6685 0.6807]
2508	3	0	[0.776  0.7593 0.764  0.776 ]
2509	3	0	[0.6196 0.602  0.591  0.585 ]
2510	3	1	[0.6157 0.639  0.6216 0.616 ]
2511	1	1	[0.566 0.578 0.572 0.566]
2512	2	1	[0.626  0.637  0.592  0.6143]
2513	0	1	[0.625 0.636 0.636 0.636]
2514	2	0	[0.7607 0.72   0.7607 0.703 ]
2515	3	2	[0.607  0.601  0.6123 0.607 ]
2516	3	2	[0.601  0.607  0.6123 0.6123]
2517	1	1	[0.6035 0.6206 0.62   0.6206]
2518	1	1	[0.6035 0.6206 0.6206 0.62  ]
2519	3	2	[0.836  0.8193 0.8584 0.814 ]
2520	3	2	[0.8257 0.821  0.8657 0.8315]
