best_eval_accuracy = 0.6046901172529313
eval_accuracy = 0.6046901172529313
eval_loss = 0.9667929583054813
global_step = 624
loss = 0.2193882568359375
0	1	2	[-2.002 -1.58  -1.567 -3.465]
1889	1	1	[-3.943   0.5767 -0.6323 -1.85  ]
1890	3	2	[-3.965 -4.195 -3.588 -4.145]
1891	0	2	[-6.168 -6.38  -5.938 -6.23 ]
1892	0	0	[-1.476 -2.977 -3.44  -2.352]
1893	1	2	[-0.5728 -0.3958  1.445   1.349 ]
1894	0	0	[ 0.538 -1.587 -2.21  -2.67 ]
1895	1	1	[-0.3533   4.027    2.135   -0.10004]
1896	3	3	[-3.611 -3.145 -3.64  -0.479]
1897	2	2	[-1.764   -5.11     0.01878 -1.615  ]
1898	1	3	[-1.732 -3.326 -2.035 -1.555]
1899	1	1	[-1.646  1.31  -1.302 -2.28 ]
1900	2	2	[ 0.0508 -0.9277  3.084   1.462 ]
1901	2	2	[-2.922 -4.004 -0.341 -3.809]
1902	2	2	[-5.14  -4.426 -2.807 -3.822]
1903	0	0	[-2.645 -4.715 -4.4   -4.918]
1904	0	3	[ 0.05063  0.1757  -0.0636   0.7197 ]
1905	2	2	[-2.332 -2.922 -1.98  -3.26 ]
1906	1	1	[-2.314 -1.203 -2.611 -2.867]
1907	2	2	[-4.465 -4.633 -2.24  -4.734]
1908	3	3	[1.091  0.4324 1.886  1.934 ]
1909	0	0	[-0.9478 -3.184  -3.22   -4.215 ]
1910	1	1	[-1.059  -0.1361 -1.04   -0.516 ]
1911	0	0	[-3.297 -4.742 -5.38  -3.79 ]
1912	3	3	[-2.582 -2.072 -3.195  0.548]
1913	1	3	[-0.3228  0.76    0.562   1.532 ]
1914	1	3	[-0.915  -1.9375  0.3992  1.558 ]
1915	3	3	[-3.977 -2.176 -3.494  0.859]
1916	2	2	[-3.338 -1.504 -0.69  -1.05 ]
1917	1	1	[-2.586  -0.4956 -3.135  -3.248 ]
1918	3	3	[-5.305 -5.973 -6.754 -2.504]
1919	2	2	[-2.498 -4.12  -1.754 -4.18 ]
1920	1	3	[-2.678 -2.812 -3.299 -1.306]
1921	1	1	[-3.299   0.2761 -2.678  -1.306 ]
1922	2	2	[-1.288 -1.791  1.231  1.117]
1923	3	0	[-2.525 -4.047 -3.924 -3.252]
1924	1	3	[-4.574 -4.047 -3.924 -2.525]
1925	3	2	[-4.91  -3.914 -3.598 -5.41 ]
1926	0	3	[ 0.2925  0.3376 -1.312   0.4182]
1927	3	3	[-1.312   0.4182  0.3376  0.6367]
1928	3	3	[-2.385 -3.729 -3.832 -1.533]
1929	1	0	[-3.031 -3.178 -4.21  -3.262]
1930	1	1	[-3.184   0.6055 -2.947  -1.315 ]
1931	2	2	[-3.79  -2.773  0.578 -1.557]
1932	2	2	[-2.773   -1.557   -0.01743 -3.79   ]
1933	3	3	[-4.707 -2.893 -3.154 -2.691]
1934	0	3	[-3.67  -3.736 -3.832 -2.686]
1935	2	3	[-1.103  -1.237  -2.377   0.4873]
1936	2	1	[1.796 3.775 2.963 3.152]
1937	1	3	[3.152 3.36  1.796 3.775]
1938	0	2	[-3.547 -4.34  -2.592 -3.701]
1939	3	1	[-3.701 -2.592 -4.34  -3.094]
1940	1	3	[-1.803 -0.58  -1.17   1.044]
1941	2	2	[-3.139 -3.193 -2.717 -4.984]
1942	3	3	[-6.125 -5.477 -4.188 -0.773]
1943	3	3	[-5.72  -4.848 -5.25  -0.506]
1944	1	1	[-4.754 -3.404 -4.645 -5.664]
1945	1	1	[-2.15    0.7744 -1.072  -0.268 ]
1946	3	3	[-3.61  -3.666 -4.156 -2.021]
1947	0	0	[-3.066 -3.666 -4.156 -3.61 ]
1948	3	3	[-3.408  -3.826  -0.9937  0.82  ]
1949	3	2	[-3.826  -3.408  -0.9937 -1.038 ]
1950	3	3	[-1.19   -0.9995 -0.7363  0.5024]
1951	0	3	[-3.867 -2.38  -4.14  -1.896]
1952	3	0	[-2.1   -5.414 -2.354 -2.11 ]
1953	2	2	[-5.875 -7.074 -1.248 -6.773]
1954	1	1	[-2.002  1.177 -3.562 -5.156]
1955	2	3	[-1.448  -0.5347 -0.1531  0.1975]
1956	0	2	[-0.8755 -1.448   0.1975 -0.5347]
1957	1	1	[-1.434  -0.4778 -2.04   -1.225 ]
1958	0	0	[-1.418 -2.19  -4.39  -2.701]
1959	1	1	[-1.392  0.675 -1.395 -2.723]
1960	2	2	[-5.082 -5.58  -1.292 -4.71 ]
1961	0	3	[-3.084 -2.621 -2.594 -2.115]
1962	3	3	[-2.115 -2.594 -2.621 -0.309]
1963	2	3	[-4.77  -4.742 -4.32  -2.951]
1964	1	1	[-1.899  1.573 -1.295 -2.428]
1965	1	1	[-6.418 -1.349 -4.78  -6.156]
1966	0	2	[-0.4648  -0.01784  1.154   -0.3467 ]
1967	3	3	[-1.426   -1.8125  -0.05545  0.863  ]
1968	1	1	[-1.8125   2.951   -1.426   -0.05545]
1969	2	2	[-4.94  -4.9   -3.566 -6.055]
1970	3	3	[-3.756 -1.869 -5.6    0.81 ]
1971	2	3	[-4.953 -4.418 -5.184 -3.033]
1972	1	3	[-3.756 -5.6   -4.504 -1.869]
1973	3	3	[-4.273 -4.613 -4.176 -1.069]
1974	3	0	[ 0.1405 -3.543  -0.8193 -3.62  ]
1975	1	3	[-3.102 -2.814 -3.785 -2.047]
1976	1	3	[-2.197 -1.395 -2.027 -0.844]
1977	2	1	[-2.197 -0.844 -1.403 -2.027]
1978	2	2	[ 0.08594 -1.168    3.096    0.2482 ]
1979	1	3	[ 1.941  -0.4714 -0.705   1.964 ]
1980	0	2	[ 1.488  1.941  1.964 -0.705]
1981	1	2	[-3.404 -1.125 -1.048 -3.67 ]
1982	3	3	[-0.3218  0.2146 -0.2487  1.689 ]
1983	1	1	[-2.338  1.458 -3.459 -1.77 ]
1984	1	1	[-5.043  -0.4097 -5.332  -3.969 ]
1985	3	3	[-1.641   0.2173 -2.428   0.7754]
1986	2	2	[ 0.2173 -2.428   0.5825 -1.641 ]
1987	3	3	[-3.482  -4.156  -2.516   0.7456]
1988	2	2	[-2.516  -3.482  -0.0398 -4.156 ]
1989	2	0	[-1.442 -3.992 -4.85  -3.277]
1990	2	0	[-1.442 -3.992 -2.078 -3.277]
1991	0	0	[ 2.662  -0.2944  2.152   0.1681]
1992	2	2	[-5.188 -4.562 -3.426 -5.02 ]
1993	0	0	[-1.764 -2.377 -2.732 -1.83 ]
1994	2	2	[-5.582 -4.957 -4.26  -5.348]
1995	1	1	[-5.734 -3.064 -5.906 -5.69 ]
1996	3	2	[2.967 1.699 3.766 3.639]
1997	1	1	[-3.04   1.87  -3.797 -2.424]
1998	1	1	[2.623 4.547 2.213 1.569]
1999	0	0	[3.871 2.213 2.623 1.569]
2000	3	3	[-3.656 -5.953 -6.14  -1.783]
2001	1	1	[-0.4697  2.07   -2.172  -3.604 ]
2002	1	1	[-2.172   2.514  -3.604  -0.4697]
2003	2	1	[-5.043 -4.105 -5.047 -4.293]
2004	1	1	[-4.78  -3.428 -5.75  -5.453]
2005	3	3	[-2.82  -4.023 -3.31   0.682]
2006	3	3	[-3.549 -4.41  -3.54  -3.287]
2007	2	2	[-2.502 -5.305 -1.595 -4.566]
2008	2	2	[-3.588 -3.182  0.386 -1.895]
2009	2	2	[ 1.018    -1.549     2.473     0.010254]
2010	2	2	[-2.99   -1.701   0.2632 -2.996 ]
2011	2	2	[-3.234  -0.4658  0.429  -1.912 ]
2012	3	3	[ 0.5654  0.9985 -0.794   2.666 ]
2013	2	2	[-2.455 -3.896 -1.393 -2.256]
2014	0	0	[ 0.4417 -3.916  -3.9    -4.633 ]
2015	3	0	[ 1.903  -1.139  -0.8286 -0.0759]
2016	1	0	[-3.541 -4.836 -4.176 -5.13 ]
2017	1	1	[-5.465 -3.996 -5.55  -6.805]
2018	3	3	[-0.1471 -1.059  -2.438   0.6343]
2019	3	3	[-2.324  -1.425  -0.803  -0.5083]
2020	3	3	[-0.6436 -0.5728  1.093   3.074 ]
2021	0	0	[-0.3608 -3.727  -4.473  -1.585 ]
2022	1	1	[-1.5205  0.8306 -3.666  -2.143 ]
2023	3	3	[-4.547 -2.441 -2.318 -2.004]
2024	2	2	[-5.652 -5.1    0.191 -5.69 ]
2025	3	0	[ 0.1772 -2.498  -1.732  -0.3464]
2026	3	1	[-2.062 -0.827 -1.675 -1.72 ]
2027	1	2	[-3.436 -2.4   -1.754 -2.504]
2028	3	1	[-4.38  -1.994 -3.805 -2.963]
2029	0	0	[-2.941 -4.973 -5.215 -4.254]
2030	0	1	[-2.273   0.0448 -1.877  -4.168 ]
2031	1	1	[-4.152  2.453 -2.621 -3.564]
2032	3	3	[ 3.145 -2.61   3.23   3.846]
2033	1	1	[-1.25   0.518 -3.629 -2.842]
2034	3	0	[ 2.713  2.191  2.387 -1.412]
2035	0	2	[-3.475 -4.29  -2.424 -4.105]
2036	2	3	[-0.1492  1.384  -0.1462  1.92  ]
2037	0	0	[-0.3562 -3.012  -2.197  -2.979 ]
2038	2	3	[-2.979 -3.012 -2.762 -2.197]
2039	3	3	[-1.386e+00 -1.299e+00 -1.173e+00  8.285e-05]
2040	0	1	[-1.299 -1.173 -2.09  -1.386]
2041	0	0	[-0.2339 -1.114  -1.249  -1.577 ]
2042	3	0	[-1.972 -6.08  -4.65  -5.87 ]
2043	3	3	[-0.2255 -0.2832 -1.916   2.354 ]
2044	0	0	[-4.688 -5.473 -5.984 -5.688]
2045	1	1	[-1.406   3.066  -0.2466 -3.133 ]
2046	2	0	[-2.477 -3.969 -4.41  -4.098]
2047	1	1	[-5.902 -4.7   -5.87  -6.02 ]
2048	0	3	[-0.9814 -0.3506 -1.047   0.0645]
2049	0	1	[-0.1087  1.012   0.714  -2.4   ]
2050	3	3	[-5.88  -6.49  -6.04  -5.457]
2051	0	0	[-1.775 -3.37  -3.393 -3.59 ]
2052	2	2	[ 1.902   2.617   3.09   -0.3618]
2053	1	1	[-1.874  0.923 -4.586 -3.564]
2054	1	1	[-2.826 -2.232 -2.842 -2.316]
2055	2	0	[ 0.06058 -2.617   -2.04    -3.203  ]
2056	1	1	[-1.719  1.438 -3.994 -3.494]
2057	0	0	[-0.2444 -1.292  -4.156  -2.627 ]
2058	2	0	[-1.292 -2.453 -4.156 -2.627]
2059	3	3	[-0.3738 -0.1024 -0.807   1.139 ]
2060	1	1	[-3.6   -1.746 -3.627 -3.145]
2061	0	0	[ 0.2057 -1.115  -2.592  -3.615 ]
2062	3	3	[-3.45   -1.028  -1.885  -0.0939]
2063	1	2	[-1.722 -1.647 -1.162 -2.861]
2064	2	2	[ 0.1361 -2.621   1.256  -2.412 ]
2065	3	3	[-2.53   -2.107  -3.17   -0.9194]
2066	0	0	[ 1.353  -0.1866 -1.29   -0.4023]
2067	0	0	[ 0.0782 -1.29   -0.4023 -0.1866]
2068	0	0	[ 0.58   -1.3955 -1.11   -2.191 ]
2069	2	2	[-1.653  -3.244   0.5386 -4.824 ]
2070	1	2	[-2.76  -3.684 -2.652 -2.9  ]
2071	2	2	[ 2.043     0.4846    2.496    -0.007114]
2072	0	0	[ 3.395     2.043    -0.007114  0.4846  ]
2073	3	3	[-2.172 -1.475  1.116  1.773]
2074	2	3	[-2.729 -1.193 -2.504 -1.151]
2075	1	0	[ 3.959   3.324  -0.0704  2.443 ]
2076	0	1	[-1.923 -1.176 -2.77  -3.383]
2077	1	1	[-3.51  -3.125 -4.504 -4.33 ]
2078	0	0	[-3.867 -4.223 -4.62  -4.32 ]
2079	3	3	[-5.29  -5.355 -3.783  2.31 ]
2080	0	3	[-4.758 -4.387 -4.277 -4.027]
2081	1	1	[-5.855 -4.105 -5.68  -4.332]
2082	0	0	[-3.08  -5.664 -4.7   -6.266]
2083	2	2	[-1.476  -1.421   0.4443 -2.271 ]
2084	2	2	[-2.105  -2.82    0.5083 -0.791 ]
2085	2	2	[-2.154 -3.205  3.041 -3.209]
2086	1	0	[-1.018 -3.824 -2.98  -4.19 ]
2087	1	3	[-4.684 -4.055 -3.988 -3.031]
2088	1	2	[-3.893 -2.5   -1.857 -3.209]
2089	1	0	[-3.031 -4.688 -3.988 -4.684]
2090	3	3	[-2.1     -1.998   -0.3376   0.07623]
2091	3	1	[-3.645 -2.193 -3.344 -2.346]
2092	3	1	[-3.041 -2.803 -4.82  -4.758]
2093	2	2	[-3.1   -3.004  0.495 -1.353]
2094	2	0	[-1.659 -2.027 -2.041 -2.66 ]
2095	1	1	[-2.744   0.7163 -1.232   0.3801]
2096	1	1	[-0.7393  1.238  -0.8193  0.97  ]
2097	3	1	[-0.4958  1.346  -1.145   1.227 ]
2098	3	3	[-3.635  -2.91   -3.744  -0.2168]
2099	3	1	[-1.92   -0.2788 -2.947  -1.665 ]
2100	2	2	[0.594  0.634  2.613  0.0852]
2101	0	2	[-3.346 -4.008 -1.063 -3.791]
2102	0	2	[-3.979 -3.791 -1.063 -4.008]
2103	0	0	[-2.896 -3.525 -4.55  -4.816]
2104	1	1	[-4.777 -4.22  -5.297 -4.62 ]
2105	2	2	[-0.1061 -0.2402  2.154  -0.9844]
2106	0	3	[-4.96  -4.656 -5.234 -3.633]
2107	2	2	[-6.344 -6.617 -2.23  -5.848]
2108	0	1	[-5.402 -5.246 -5.613 -5.85 ]
2109	3	1	[-4.55  -3.344 -4.11  -3.467]
2110	2	2	[-0.01296 -0.4243   1.008   -1.611  ]
2111	2	3	[-3.877 -4.72  -4.34  -3.256]
2112	2	2	[-3.262 -3.082 -1.415 -4.734]
2113	1	1	[-1.226  -0.6216 -1.591  -1.124 ]
2114	3	2	[-0.2264 -1.857   2.291   2.021 ]
2115	3	3	[-1.51   -2.88   -1.556  -0.3044]
2116	3	2	[-1.335   -0.516    1.518    0.02672]
2117	1	0	[-1.951 -2.67  -2.412 -3.914]
2118	1	1	[-0.264    0.9326   0.03827 -2.055  ]
2119	3	3	[-1.394  -1.247  -0.6973  0.846 ]
2120	0	0	[-2.363 -4.883 -2.914 -4.45 ]
2121	1	1	[-5.69   -0.1166 -3.656  -5.64  ]
2122	1	1	[-3.834 -1.768 -3.676 -2.654]
2123	1	1	[-4.188  2.113 -2.77  -2.64 ]
2124	3	2	[-1.479 -2.16  -1.34  -1.613]
2125	3	2	[-1.519 -2.16  -1.34  -1.876]
2126	0	2	[ 2.16  -1.157  2.729  2.55 ]
2127	0	2	[-3.822 -4.438 -3.64  -5.613]
2128	0	2	[-2.744 -2.602 -1.371 -2.31 ]
2129	0	3	[-2.176 -2.176 -2.621 -0.547]
2130	0	0	[-0.835 -2.854 -2.318 -2.432]
2131	1	0	[-0.4817 -2.451  -2.562  -3.582 ]
2132	0	2	[-4.035 -3.89  -2.686 -4.832]
2133	2	3	[-2.541 -2.293 -2.158 -2.094]
2134	3	3	[2.596  1.225  0.5996 3.053 ]
2135	3	3	[-2.678  -0.9863 -2.117   1.631 ]
2136	0	0	[-1.443 -5.957 -4.29  -5.01 ]
2137	0	0	[-0.1832 -1.683  -1.775  -1.296 ]
2138	3	2	[-0.331  -0.1819  0.0888 -0.637 ]
2139	3	2	[-0.1819 -0.331   0.0888 -1.72  ]
2140	2	3	[-4.4   -2.662 -1.395 -1.061]
2141	3	0	[-1.061 -4.4   -2.662 -2.936]
2142	1	1	[-2.166  2.908 -2.09   1.533]
2143	1	3	[ 1.819   0.3367 -2.115   1.934 ]
2144	3	0	[ 1.533  -2.09   -2.166   0.2546]
2145	2	1	[-2.078  1.415 -1.216 -2.424]
2146	2	1	[ 2.39    2.996   2.55   -0.1617]
2147	0	0	[ 1.446  -0.7964 -3.889  -1.702 ]
2148	3	0	[ 1.802  -0.2866 -1.55   -0.2756]
2149	1	3	[-0.2866 -1.55   -0.875   1.802 ]
2150	2	0	[-4.125 -4.504 -4.195 -4.734]
2151	1	1	[-2.916  -0.2498 -3.764  -4.01  ]
2152	1	1	[-2.262 -1.936 -2.627 -2.896]
2153	0	3	[-3.018 -2.896 -2.627 -2.262]
2154	2	1	[-2.943 -2.44  -2.686 -2.564]
2155	3	0	[-0.0953 -1.247  -1.591  -2.875 ]
2156	2	2	[-1.247   -1.591    0.03763 -0.0953 ]
2157	2	2	[-2.943  -2.44    0.5024 -2.564 ]
2158	2	2	[ 0.5864 -1.096   2.637   2.48  ]
2159	2	2	[-1.123 -1.079  1.903 -1.74 ]
2160	1	1	[-1.079  3.371 -1.74  -1.123]
2161	1	1	[-3.693 -3.207 -3.38  -4.06 ]
2162	0	3	[-2.096  -3.586  -3.57   -0.3047]
2163	3	3	[-4.81  -3.95  -5.    -1.016]
2164	0	0	[-0.168 -5.1   -4.74  -5.566]
2165	0	3	[2.492  0.7734 1.684  3.445 ]
2166	2	2	[2.555 2.555 3.193 1.484]
2167	0	0	[2.732 2.555 2.555 1.484]
2168	2	3	[-1.895 -1.175 -2.018 -1.007]
2169	1	3	[-5.156 -5.418 -5.465 -4.06 ]
2170	1	1	[-2.957  0.796 -3.695 -3.502]
2171	1	1	[1.3955 2.693  2.49   1.159 ]
2172	1	1	[-0.9976  1.622  -1.124   1.299 ]
2173	1	2	[ 0.6377  0.8     2.49   -0.5645]
2174	0	1	[-0.684   2.49    0.6377 -0.5645]
2175	3	0	[-0.739 -4.94  -4.844 -1.561]
2176	1	0	[-0.739 -3.455 -4.94  -4.844]
2177	1	0	[-1.844 -2.006 -2.123 -1.888]
2178	0	2	[-3.04  -3.354 -2.873 -3.768]
2179	0	0	[2.316   0.633   2.205   0.04944]
2180	2	2	[-3.812 -3.275 -3.197 -4.18 ]
2181	2	2	[-3.697 -3.328 -2.379 -4.03 ]
2182	2	1	[-3.812 -3.275 -4.18  -3.77 ]
2183	3	3	[1.656  2.902  0.1886 3.729 ]
2184	2	3	[0.1886 1.656  2.791  2.902 ]
2185	2	0	[-2.307 -5.895 -3.342 -3.92 ]
2186	3	3	[-6.316 -4.797 -5.75  -3.48 ]
2187	3	1	[-4.125 -1.913 -3.492 -2.648]
2188	3	3	[-2.297  -3.498  -2.305  -0.9873]
2189	0	0	[-1.524 -1.665 -2.143 -2.572]
2190	1	1	[-0.959  2.66  -1.635  0.804]
2191	1	1	[-3.22  -2.273 -2.787 -2.287]
2192	2	2	[-2.486 -1.213  1.365 -1.932]
2193	1	2	[-3.098   -0.08673  0.3096  -3.725  ]
2194	0	0	[ 0.905 -3.654 -3.854 -4.13 ]
2195	0	3	[-2.164  -3.09   -1.006  -0.1627]
2196	1	1	[2.734 3.371 1.272 2.54 ]
2197	3	2	[-2.062  -1.535   0.3289  0.0814]
2198	3	3	[ 0.3289 -1.535  -2.062   2.016 ]
2199	2	0	[-1.037 -2.248 -1.551 -1.945]
2200	0	0	[-1.901 -4.734 -3.84  -2.664]
2201	3	3	[-3.484 -1.381 -3.27  -1.01 ]
2202	0	0	[-0.8   -1.152 -1.604 -1.719]
2203	1	0	[-1.152 -2.5   -1.719 -1.604]
2204	2	1	[-1.316  -0.4092 -1.315  -1.702 ]
2205	3	2	[-4.32  -2.582 -2.531 -4.035]
2206	2	2	[-3.303 -1.117  1.674  0.848]
2207	3	1	[-5.477 -4.605 -4.977 -6.266]
2208	0	0	[-2.295 -4.297 -4.17  -3.139]
2209	2	2	[-4.17  -3.139 -2.893 -4.297]
2210	2	1	[-4.438   0.4512 -3.338  -1.33  ]
2211	3	0	[ 1.059 -3.219 -3.732 -2.982]
2212	0	0	[-2.584 -5.543 -5.227 -3.982]
2213	0	0	[ 0.846   0.2129 -2.74   -2.514 ]
2214	3	3	[-0.3838 -0.3867 -1.121   0.7065]
2215	0	0	[-0.358 -2.361 -1.314 -1.779]
2216	3	3	[-1.393 -2.635 -1.791 -1.078]
2217	3	3	[-3.748  -0.9917 -3.355   0.597 ]
2218	3	3	[-4.355  -2.889  -0.6704  1.719 ]
2219	2	2	[ 2.3     -0.05484  4.895    2.398  ]
2220	0	0	[-1.328 -5.992 -6.383 -5.203]
2221	3	3	[-2.25   -1.971  -1.402   0.8696]
2222	0	2	[ 0.256  -2.635   0.4656 -2.959 ]
2223	3	3	[-2.959  -2.635   0.4656  1.6   ]
2224	0	2	[-1.971  -1.402  -0.6772 -2.25  ]
2225	1	1	[-1.094  1.123 -3.713 -3.285]
2226	3	3	[2.922  0.7983 1.376  3.85  ]
2227	3	3	[2.436 2.879 2.74  2.94 ]
2228	1	2	[ 1.595  2.098  2.443 -1.213]
2229	0	2	[-4.535 -3.906 -1.386 -2.719]
2230	1	2	[-4.15  -0.867 -0.608 -1.07 ]
2231	0	0	[-1.014 -2.146 -2.514 -1.977]
2232	3	1	[-3.084  2.396 -2.727  1.075]
2233	1	3	[-3.053 -2.541 -3.701 -2.281]
2234	3	3	[-3.047 -4.414 -5.195 -1.505]
2235	2	3	[-5.457 -5.65  -4.684 -4.65 ]
2236	2	2	[-4.902 -5.87  -1.135 -6.15 ]
2237	2	2	[-3.82  -4.46  -3.209 -4.793]
2238	2	2	[-3.629  -4.73   -0.9893 -1.707 ]
2239	0	0	[-0.6543 -4.676  -2.748  -2.172 ]
2240	2	2	[-2.172 -2.748 -1.611 -4.676]
2241	1	2	[-1.919   0.488   0.9956 -2.275 ]
2242	1	0	[-2.441 -3.09  -2.965 -2.887]
2243	3	3	[ 1.189  -0.67   -0.2952  3.486 ]
2244	0	2	[-2.889 -2.775 -0.966 -2.809]
2245	2	0	[-0.2339 -2.857  -4.49   -3.96  ]
2246	3	3	[-3.102 -2.166 -2.885 -1.547]
2247	2	2	[-2.984  -3.318   0.1257 -2.86  ]
2248	2	0	[-1.101 -3.477 -1.143 -3.967]
2249	3	0	[-1.947 -4.184 -2.842 -2.305]
2250	1	3	[-4.168  -0.7583 -4.16   -0.651 ]
2251	3	2	[-4.168 -4.16  -0.651 -2.963]
2252	0	1	[-5.46  -3.219 -4.426 -4.734]
2253	2	2	[-4.656 -4.715 -2.479 -4.227]
2254	3	3	[-4.22  -4.887 -5.246 -3.307]
2255	1	2	[-3.262 -3.24  -2.746 -3.512]
2256	3	1	[-1.948 -0.137 -2.908 -1.28 ]
2257	1	3	[-1.948 -2.592 -2.908 -0.137]
2258	1	1	[-1.869 -0.567 -2.336 -2.662]
2259	1	1	[-2.662  -0.3098 -2.336  -1.869 ]
2260	0	0	[-2.377 -6.625 -5.832 -6.71 ]
2261	0	0	[ 0.6865 -2.424  -3.227  -0.965 ]
2262	3	3	[-1.144 -2.941  1.45   2.295]
2263	2	2	[-1.951  -1.496   2.328   0.5166]
2264	0	2	[-1.621 -2.12  -1.159 -3.35 ]
2265	3	3	[-2.896  -2.844  -0.173   0.5737]
2266	0	1	[-2.604 -0.173 -2.844 -2.896]
2267	0	0	[ 2.646   2.035   0.896  -0.4397]
2268	0	0	[ 3.834  -0.4397  0.896   2.035 ]
2269	3	2	[0.1716 2.951  3.291  3.28  ]
2270	2	2	[3.291  0.1716 3.799  2.951 ]
2271	3	1	[-4.51  -3.11  -4.246 -4.34 ]
2272	1	1	[-1.241  -0.3628 -3.025  -1.533 ]
2273	3	3	[-2.312   -0.02682 -2.725    0.3071 ]
2274	1	1	[0.8306 1.658  1.049  1.297 ]
2275	1	1	[-2.414  1.566 -4.598 -3.309]
2276	1	3	[-4.645 -3.27  -3.105 -3.09 ]
2277	2	0	[-4.824 -5.316 -5.19  -6.008]
2278	1	1	[-3.938 -1.937 -2.799 -3.178]
2279	0	0	[-1.116 -2.799 -3.178 -3.938]
2280	0	0	[ 0.2856 -6.086  -5.586  -6.375 ]
2281	2	2	[-5.973 -7.06  -3.016 -6.945]
2282	1	1	[-1.439   2.922  -0.2742 -0.6533]
2283	1	1	[-1.192   1.04   -1.86   -0.7173]
2284	3	3	[-3.883   -3.252   -2.822    0.02283]
2285	2	3	[-3.172 -3.412 -3.285 -1.754]
2286	1	3	[-3.172 -3.94  -3.412 -1.754]
2287	3	3	[ 0.4404 -0.533  -2.47    2.236 ]
2288	1	3	[-2.08  -1.368 -1.696 -1.198]
2289	3	3	[-3.691 -1.954 -3.584  2.207]
2290	2	3	[-2.248  -1.83   -0.212   0.7007]
2291	1	1	[-5.395 -4.53  -5.28  -4.555]
2292	0	0	[ 3.322 -2.176 -1.444 -2.049]
2293	2	3	[-3.781 -4.29  -3.574 -3.441]
2294	3	0	[-4.273 -4.902 -4.883 -5.383]
2295	2	3	[1.249 1.798 2.473 3.902]
2296	1	0	[-2.943 -3.781 -3.434 -4.367]
2297	3	2	[-5.574  -1.618  -0.1558 -0.659 ]
2298	1	1	[-1.068  2.105 -1.79  -1.033]
2299	2	2	[-1.858  -2.941  -0.1494 -1.269 ]
2300	3	0	[ 1.235   0.6025 -2.52    0.9917]
2301	3	3	[-2.48  -4.555 -2.916 -1.886]
2302	2	2	[ 0.2559 -2.422   3.56   -0.357 ]
2303	2	2	[-2.422  -0.357   2.447   0.2559]
2304	2	0	[-2.586 -3.285 -3.006 -3.57 ]
2305	3	1	[-3.57  -2.586 -3.285 -3.307]
2306	3	3	[-4.14   -4.188  -3.375  -0.5747]
2307	2	1	[-4.37  -2.582 -3.201 -2.73 ]
2308	3	3	[-6.35  -6.45  -6.484 -6.176]
2309	3	3	[-2.645 -2.596 -2.63  -0.871]
2310	3	3	[-2.63  -2.645 -2.596 -1.557]
2311	2	2	[-5.11   -5.363  -0.4795 -1.786 ]
2312	1	1	[-2.893  2.979 -2.096 -3.59 ]
2313	2	2	[-0.239 -2.021  0.777 -1.654]
2314	2	2	[-1.654 -0.239  1.224 -2.021]
2315	0	0	[-0.9526 -2.896  -3.203  -1.667 ]
2316	3	1	[-3.203 -1.667 -2.896 -1.873]
2317	1	1	[ 1.27    3.258  -0.2578  0.919 ]
2318	1	1	[-0.2432  3.79    2.883  -1.457 ]
2319	0	0	[ 0.1261 -5.34   -6.32   -4.996 ]
2320	0	0	[2.523  0.8086 0.6904 2.445 ]
2321	3	1	[-2.004 -1.386 -1.839 -1.648]
2322	3	0	[ 1.214  -0.607  -1.229   0.1942]
2323	1	0	[1.146  0.2874 0.978  1.001 ]
2324	0	2	[-1.68  -1.886 -0.265 -0.67 ]
2325	1	1	[-3.377 -1.593 -1.711 -2.846]
2326	0	0	[-5.434 -6.215 -5.77  -5.934]
2327	3	1	[-2.49   -0.4539 -5.895  -1.116 ]
2328	3	3	[-4.445 -2.375 -1.148 -1.084]
2329	2	1	[-2.375  -1.148  -1.6455 -4.445 ]
2330	1	0	[ 0.842   0.3728 -0.3726  0.0975]
2331	0	0	[2.568 2.35  2.088 2.059]
2332	1	2	[-1.164   1.375   1.8125 -1.518 ]
2333	2	3	[-1.164  -1.518   0.9326  1.8125]
2334	2	2	[ 2.11    1.757   2.77   -0.6543]
2335	1	2	[ 1.757   1.798   2.11   -0.6543]
2336	2	0	[-1.203 -4.133 -1.41  -2.996]
2337	3	3	[-2.81  -2.46  -2.512 -1.012]
2338	2	2	[-1.091 -2.828  2.416 -1.74 ]
2339	1	2	[-7.492 -6.727 -6.516 -7.7  ]
2340	1	1	[-0.2499  2.715  -1.909  -1.562 ]
2341	1	1	[-5.492 -0.895 -5.242 -4.96 ]
2342	3	1	[-2.854 -2.688 -3.178 -3.088]
2343	1	1	[-3.33  -0.683 -2.639 -2.135]
2344	1	1	[-6.117 -2.652 -7.074 -6.613]
2345	1	1	[-1.658   0.7437 -0.771  -0.7144]
2346	3	3	[-6.055 -6.    -5.55  -5.46 ]
2347	0	3	[-3.84  -3.617 -3.83  -3.592]
2348	0	0	[ 1.765 -1.968 -1.639  1.239]
2349	0	0	[ 1.6045 -2.104  -3.082  -1.689 ]
2350	3	3	[-3.572 -3.807 -3.873 -2.854]
2351	0	3	[-1.955 -2.45  -2.648 -1.607]
2352	1	1	[-5.66  -4.38  -5.28  -5.207]
2353	2	1	[-4.86  -3.86  -4.21  -4.418]
2354	2	2	[-3.363 -4.316 -3.113 -3.58 ]
